sic,sic_ff5,sic_ff5_desc,sic_ff10,sic_ff10_desc,sic_ff12,sic_ff12_desc,sic_ff17,sic_ff17_desc,sic_ff30,sic_ff30_desc,sic_ff38,sic_ff38_desc,sic_ff48,sic_ff48_desc,sic_ff49,sic_ff49_desc
110,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
111,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
112,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
113,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
114,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
115,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
116,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
117,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
118,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
119,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
120,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
121,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
122,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
123,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
124,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
125,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
126,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
127,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
128,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
129,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
130,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
131,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
132,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
133,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
134,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
135,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
136,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
137,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
138,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
139,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
140,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
141,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
142,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
143,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
144,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
145,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
146,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
147,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
148,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
149,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
150,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
151,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
152,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
153,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
154,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
155,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
156,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
157,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
158,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
159,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
160,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
161,1,"Consumer Durables, Nondurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops):",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,"Consumer Nondurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys:",1,Food: Agricultural production - crops,1,Food Products: Agricultural production - crops,1,"Agriculture, forestry, and fishing:",1,Agriculture: Agricultural production - crops,1,Agriculture: Agricultural production - crops
