group_id,industry_code,sic_start,sic_end,sic_description
5,HiTec,3660,3692,"Business Equipment -- Computers, Software, and Electronic Equipment:"
5,HiTec,3694,3699,"Business Equipment -- Computers, Software, and Electronic Equipment:"
5,HiTec,3810,3839,"Business Equipment -- Computers, Software, and Electronic Equipment:"
5,HiTec,7370,7372,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer programming and data processing"
5,HiTec,7373,7373,"Business Equipment -- Computers, Software, and Electronic Equipment: Computer integrated systems design"
5,HiTec,7374,7374,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer processing, data preparation and processing"
5,HiTec,7375,7375,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - information retrieval services"
5,HiTec,7376,7376,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer facilities management service"
5,HiTec,7377,7377,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer rental and leasing"
5,HiTec,7378,7378,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer maintenance and repair"
5,HiTec,7379,7379,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - computer related services"
5,HiTec,7391,7391,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - R&D labs"
5,HiTec,8730,8734,"Business Equipment -- Computers, Software, and Electronic Equipment: Services - research, development, testing labs"
6,Telcm,4800,4899,Telephone and Television Transmission:
7,Shops,5000,5999,"Wholesale, Retail, and Some Services (Laundries, Repair Shops):"
7,Shops,7200,7299,"Wholesale, Retail, and Some Services (Laundries, Repair Shops):"
7,Shops,7600,7699,"Wholesale, Retail, and Some Services (Laundries, Repair Shops):"
8,Hlth,2830,2839,"Healthcare, Medical Equipment, and Drugs:"
8,Hlth,3693,3693,"Healthcare, Medical Equipment, and Drugs:"
8,Hlth,3840,3859,"Healthcare, Medical Equipment, and Drugs:"
8,Hlth,8000,8099,"Healthcare, Medical Equipment, and Drugs:"
9,Utils,4900,4949,Utilities:
