group_id,industry_code,sic_start,sic_end,sic_description
24,Aero,3725,3725,Aircraft: Aircraft parts
24,Aero,3728,3729,Aircraft: Misc aircraft parts & auxiliary equipment
25,Ships,3730,3731,"Shipbuilding, Railroad Equipment: Ship building and repairing"
25,Ships,3740,3743,"Shipbuilding, Railroad Equipment: Railroad Equipment"
26,Guns,3760,3769,Defense: Guided missiles and space vehicles and parts
26,Guns,3795,3795,Defense: Tanks and tank components
26,Guns,3480,3489,Defense: Ordnance & accessories
27,Gold,1040,1049,Precious Metals: Gold & silver ores
28,Mines,1000,1009,Non-Metallic and Industrial Metal Mining: Metal mining
28,Mines,1010,1019,Non-Metallic and Industrial Metal Mining: Iron ores
28,Mines,1020,1029,Non-Metallic and Industrial Metal Mining: Copper ores
28,Mines,1030,1039,Non-Metallic and Industrial Metal Mining: Lead and zinc ores
28,Mines,1050,1059,Non-Metallic and Industrial Metal Mining: Bauxite and other aluminum ores
28,Mines,1060,1069,Non-Metallic and Industrial Metal Mining: Ferroalloy ores
28,Mines,1070,1079,Non-Metallic and Industrial Metal Mining: Mining
28,Mines,1080,1089,Non-Metallic and Industrial Metal Mining: Metal mining services
28,Mines,1090,1099,Non-Metallic and Industrial Metal Mining: Misc metal ores
28,Mines,1100,1119,Non-Metallic and Industrial Metal Mining: Anthracite mining
28,Mines,1400,1499,Non-Metallic and Industrial Metal Mining: Mining and quarrying nonmetallic minerals
29,Coal,1200,1299,Coal: Bituminous coal and lignite mining
30,Oil,1300,1300,Petroleum and Natural Gas: Oil and gas extraction
30,Oil,1310,1319,Petroleum and Natural Gas: Crude petroleum & natural gas
30,Oil,1320,1329,Petroleum and Natural Gas: Natural gas liquids
30,Oil,1330,1339,Petroleum and Natural Gas: Petroleum and natural gas
30,Oil,1370,1379,Petroleum and Natural Gas: Petroleum and natural gas
30,Oil,1380,1380,Petroleum and Natural Gas: Oil and gas field services
30,Oil,1381,1381,Petroleum and Natural Gas: Drilling oil & gas wells
30,Oil,1382,1382,Petroleum and Natural Gas: Oil & gas field exploration services
30,Oil,1389,1389,Petroleum and Natural Gas: Misc oil & gas field services
30,Oil,2900,2912,Petroleum and Natural Gas: Petroleum refining
30,Oil,2990,2999,Petroleum and Natural Gas: Misc products of petroleum & coal
31,Util,4900,4900,"Utilities: Electric, gas & sanitary services"
31,Util,4910,4911,Utilities: Electric services
31,Util,4920,4922,Utilities: Natural gas transmission
31,Util,4923,4923,Utilities: Natural gas transmission & distribution
31,Util,4924,4925,Utilities: Natural gas distribution
31,Util,4930,4931,Utilities: Electric and other services combined
31,Util,4932,4932,Utilities: Gas and other services combined
31,Util,4939,4939,Utilities: Misc combination utilities
31,Util,4940,4942,Utilities: Water supply
32,Telcm,4800,4800,Communication: Communications
32,Telcm,4810,4813,Communication: Telephone communications
32,Telcm,4820,4822,Communication: Telegraph and other message communication
32,Telcm,4830,4839,Communication: Radio & TV broadcasters
32,Telcm,4840,4841,Communication: Cable and other pay TV services
32,Telcm,4880,4889,Communication: Communications
32,Telcm,4890,4890,Communication: Communication services (Comsat)
32,Telcm,4891,4891,Communication: Cable TV operators
32,Telcm,4892,4892,Communication: Telephone interconnect
32,Telcm,4899,4899,Communication: Misc communication services
33,PerSv,7020,7021,Personal Services: Rooming and boarding houses
33,PerSv,7030,7033,Personal Services: Camps and recreational vehicle parks
33,PerSv,7200,7200,Personal Services: Services - personal
33,PerSv,7210,7212,"Personal Services: Services - laundry, cleaning & garment services"
33,PerSv,7214,7214,Personal Services: Services - diaper service
33,PerSv,7215,7216,"Personal Services: Services - coin-operated cleaners, dry cleaners"
33,PerSv,7217,7217,Personal Services: Services - carpet & upholstery cleaning
33,PerSv,7219,7219,Personal Services: Services - Misc laundry & garment services
33,PerSv,7220,7221,"Personal Services: Services - photographic studios, portrait"
33,PerSv,7230,7231,Personal Services: Services - beauty shops
33,PerSv,7240,7241,Personal Services: Services - barber shops
33,PerSv,7250,7251,Personal Services: Services - shoe repair shops & shoeshine parlors
33,PerSv,7260,7269,Personal Services: Services - funeral service & crematories
33,PerSv,7270,7290,Personal Services: Services – Misc
33,PerSv,7291,7291,Personal Services: Services - tax return
33,PerSv,7292,7299,Personal Services: Services - Misc
33,PerSv,7395,7395,Personal Services: Services - photofinishing labs (School pictures)
33,PerSv,7500,7500,"Personal Services: Services - auto repair, services & parking"
33,PerSv,7520,7529,Personal Services: Services - automobile parking
33,PerSv,7530,7539,Personal Services: Services - automotive repair shops
33,PerSv,7540,7549,"Personal Services: Services - automotive services, except repair (car washes)"
33,PerSv,7600,7600,Personal Services: Services - Misc repair services
33,PerSv,7620,7620,Personal Services: Services - Electrical repair shops
33,PerSv,7622,7622,Personal Services: Services - Radio and TV repair shops
33,PerSv,7623,7623,Personal Services: Services - Refrigeration and air conditioning service & repair shops
33,PerSv,7629,7629,Personal Services: Services - Electrical & electronic repair shops
33,PerSv,7630,7631,"Personal Services: Services - Watch, clock and jewelry repair"
33,PerSv,7640,7641,Personal Services: Services - Reupholster & furniture repair
33,PerSv,7690,7699,Personal Services: Services - Misc repair shops & related services
33,PerSv,8100,8199,Personal Services: Services - legal
33,PerSv,8200,8299,Personal Services: Services - educational
33,PerSv,8300,8399,Personal Services: Services - social services
33,PerSv,8400,8499,"Personal Services: Services - museums, art galleries, botanical and zoological gardens"
33,PerSv,8600,8699,Personal Services: Services - membership organizations
33,PerSv,8800,8899,Personal Services: Services - private households
33,PerSv,7510,7515,Personal Services: Services - truck & auto rental and leasing
34,BusSv,2750,2759,Business Services: Commercial printing
34,BusSv,3993,3993,Business Services: Signs & advertising specialties
34,BusSv,7218,7218,Business Services: Services - industrial launderers
34,BusSv,7300,7300,Business Services: Services - business services
34,BusSv,7310,7319,Business Services: Services - advertising
34,BusSv,7320,7329,"Business Services: Services - consumer credit reporting agencies, collection services"
34,BusSv,7330,7339,"Business Services: Services - mailing, reproduction, commercial art & photography"
34,BusSv,7340,7342,Business Services: Services - services to dwellings & other buildings
34,BusSv,7349,7349,Business Services: Services - building cleaning & maintenance
34,BusSv,7350,7351,Business Services: Services - Misc equipment rental and leasing
34,BusSv,7352,7352,Business Services: Services - medical equipment rental and leasing
34,BusSv,7353,7353,Business Services: Services - heavy construction equipment rental and leasing
34,BusSv,7359,7359,Business Services: Services - equipment rental and leasing
34,BusSv,7360,7369,Business Services: Services - personnel supply services
34,BusSv,7370,7372,Business Services: Services - computer programming and data processing
34,BusSv,7374,7374,"Business Services: Services - computer processing, data preparation and processing"
34,BusSv,7375,7375,Business Services: Services - information retrieval services
34,BusSv,7376,7376,Business Services: Services - computer facilities management service
34,BusSv,7377,7377,Business Services: Services - computer rental and leasing
34,BusSv,7378,7378,Business Services: Services - computer maintenance and repair
34,BusSv,7379,7379,Business Services: Services - computer related services
34,BusSv,7380,7380,Business Services: Services - Misc business services
34,BusSv,7381,7382,Business Services: Services - security
34,BusSv,7383,7383,Business Services: Services - news syndicates
34,BusSv,7384,7384,Business Services: Services - photofinishing labs
34,BusSv,7385,7385,Business Services: Services - telephone interconnect systems
34,BusSv,7389,7390,Business Services: Services - Misc business services
34,BusSv,7391,7391,Business Services: Services - R&D labs
34,BusSv,7392,7392,Business Services: Services - management consulting & P.R.
34,BusSv,7393,7393,Business Services: Services - detective and protective (ADT)
34,BusSv,7394,7394,Business Services: Services - equipment rental & leasing
34,BusSv,7396,7396,Business Services: Services - trading stamp services
34,BusSv,7397,7397,Business Services: Services - commercial testing labs
34,BusSv,7399,7399,Business Services: Services - business services
34,BusSv,7519,7519,Business Services: Services - utility trailer & recreational vehicle rental
34,BusSv,8700,8700,"Business Services: Services - engineering, accounting, research, management"
34,BusSv,8710,8713,"Business Services: Services - engineering, accounting, surveying"
34,BusSv,8720,8721,"Business Services: Services - accounting, auditing, bookkeeping"
34,BusSv,8730,8734,"Business Services: Services - research, development, testing labs"
34,BusSv,8740,8748,"Business Services: Services - management, public relations, consulting"
34,BusSv,8900,8910,Business Services: Services - Misc
34,BusSv,8911,8911,Business Services: Services - Misc engineering & architect
34,BusSv,8920,8999,Business Services: Services - Misc
34,BusSv,4220,4229,Business Services: Public warehousing and storage
35,Comps,3570,3579,Computers: Computer & office equipment
35,Comps,3680,3680,Computers: Computers
35,Comps,3681,3681,Computers: Computers - mini
35,Comps,3682,3682,Computers: Computers - mainframe
35,Comps,3683,3683,Computers: Computers - terminals
35,Comps,3684,3684,Computers: Computers - disk & tape drives
35,Comps,3685,3685,Computers: Computers - optical scanners
35,Comps,3686,3686,Computers: Computers - graphics
35,Comps,3687,3687,Computers: Computers - office automation systems
35,Comps,3688,3688,Computers: Computers - peripherals
35,Comps,3689,3689,Computers: Computers - equipment
35,Comps,3695,3695,Computers: Magnetic and optical recording media
35,Comps,7373,7373,Computers: Computer integrated systems design
36,Chips,3622,3622,Electronic Equipment: Industrial controls
36,Chips,3661,3661,Electronic Equipment: Telephone and telegraph apparatus
36,Chips,3662,3662,Electronic Equipment: Communications equipment
36,Chips,3663,3663,Electronic Equipment: Radio & TV broadcasting & communications equipment
36,Chips,3664,3664,"Electronic Equipment: Search, navigation, guidance systems"
36,Chips,3665,3665,Electronic Equipment: Training equipment & simulators
36,Chips,3666,3666,Electronic Equipment: Alarm & signaling products
36,Chips,3669,3669,Electronic Equipment: Communication equipment
36,Chips,3670,3679,Electronic Equipment: Electronic components & accessories
36,Chips,3810,3810,"Electronic Equipment: Search, detection, navigation, guidance"
36,Chips,3812,3812,"Electronic Equipment: Search, detection, navigation, guidance"
37,LabEq,3811,3811,Measuring and Control Equipment: Engr lab and research equipment
37,LabEq,3820,3820,Measuring and Control Equipment: Measuring and controlling equipment
37,LabEq,3821,3821,Measuring and Control Equipment: Laboratory apparatus and furniture
37,LabEq,3822,3822,Measuring and Control Equipment: Automatic controls for regulating residential & commercial environments & appliances
37,LabEq,3823,3823,Measuring and Control Equipment: Industrial measurement instruments & related products
37,LabEq,3824,3824,Measuring and Control Equipment: Totalizing fluid meters & counting devices
37,LabEq,3825,3825,Measuring and Control Equipment: Instruments for measuring & testing of electricity & electrical instruments
37,LabEq,3826,3826,Measuring and Control Equipment: Lab analytical instruments
37,LabEq,3827,3827,Measuring and Control Equipment: Optical instruments and lenses
37,LabEq,3829,3829,Measuring and Control Equipment: Misc measuring and controlling devices
37,LabEq,3830,3839,Measuring and Control Equipment: Optical instruments and lenses
38,Paper,2520,2549,Business Supplies: Office furniture and fixtures
38,Paper,2600,2639,Business Supplies: Paper and allied products
38,Paper,2670,2699,Business Supplies: Paper and allied products
38,Paper,2760,2761,Business Supplies: Manifold business forms
38,Paper,3950,3955,"Business Supplies: Pens, pencils & other artists’ supplies"
39,Boxes,2440,2449,Shipping Containers: Wood containers
39,Boxes,2640,2659,"Shipping Containers: Paperboard containers, boxes, drums, tubs"
39,Boxes,3220,3221,Shipping Containers: Glass containers
39,Boxes,3410,3412,Shipping Containers: Metal cans and shipping containers
40,Trans,4000,4013,"Transportation: Railroads, line-haul operating"
40,Trans,4040,4049,Transportation: Railway express service
40,Trans,4100,4100,Transportation: Local & suburban transit & interurban highway passenger transportation
40,Trans,4110,4119,Transportation: Local & suburban passenger transportation
40,Trans,4120,4121,Transportation: Taxicabs
40,Trans,4130,4131,Transportation: Intercity & rural bus transportation (Greyhound)
40,Trans,4140,4142,Transportation: Bus charter service
40,Trans,4150,4151,Transportation: School buses
40,Trans,4170,4173,Transportation: Motor vehicle terminals & service facilities
40,Trans,4190,4199,Transportation: Misc transit and passenger transportation
40,Trans,4200,4200,Transportation: Trucking & warehousing
40,Trans,4210,4219,"Transportation: Trucking & courier services, except air"
40,Trans,4230,4231,Transportation: Terminal & joint terminal maintenance
40,Trans,4240,4249,Transportation: Transportation
40,Trans,4400,4499,Transportation: Water transport
40,Trans,4500,4599,Transportation: Air transportation
40,Trans,4600,4699,"Transportation: Pipelines, except natural gas"
40,Trans,4700,4700,Transportation: Transportation services
40,Trans,4710,4712,Transportation: Freight forwarding
40,Trans,4720,4729,Transportation: Arrangement of passenger transportation
40,Trans,4730,4739,Transportation: Arrangement of transportation of freight and cargo
40,Trans,4740,4749,Transportation: Rental of railroad cars
40,Trans,4780,4780,Transportation: Misc services incidental to transportation
40,Trans,4782,4782,Transportation: Inspection and weighing services
40,Trans,4783,4783,Transportation: Packing and crating
40,Trans,4784,4784,Transportation: Misc fixed facilities for vehicles
40,Trans,4785,4785,Transportation: Motor vehicle inspection
40,Trans,4789,4789,Transportation: Misc transportation services
41,Whlsl,5000,5000,Wholesale: Wholesale - durable goods
41,Whlsl,5010,5015,Wholesale: Wholesale - automotive vehicles & automotive parts & supplies
41,Whlsl,5020,5023,Wholesale: Wholesale - furniture and home furnishings
41,Whlsl,5030,5039,Wholesale: Wholesale - lumber and construction materials
41,Whlsl,5040,5042,Wholesale: Wholesale - professional and commercial equipment and supplies
41,Whlsl,5043,5043,Wholesale: Wholesale - photographic equipment & supplies
41,Whlsl,5044,5044,Wholesale: Wholesale - office equipment
41,Whlsl,5045,5045,Wholesale: Wholesale - computers & peripheral equipment & software
41,Whlsl,5046,5046,Wholesale: Wholesale - commercial equipment
41,Whlsl,5047,5047,"Wholesale: Wholesale - medical, dental & hospital equipment"
41,Whlsl,5048,5048,Wholesale: Wholesale - ophthalmic goods
41,Whlsl,5049,5049,Wholesale: Wholesale - professional equipment and supplies
41,Whlsl,5050,5059,"Wholesale: Wholesale - metals and minerals, except petroleum"
41,Whlsl,5060,5060,Wholesale: Wholesale - electrical goods
41,Whlsl,5063,5063,Wholesale: Wholesale - electrical apparatus and equipment
41,Whlsl,5064,5064,"Wholesale: Wholesale - electrical appliance, TV and radio sets"
41,Whlsl,5065,5065,Wholesale: Wholesale - electronic parts & equipment
41,Whlsl,5070,5078,"Wholesale: Wholesale - hardware, plumbing & heating equipment"
41,Whlsl,5080,5080,"Wholesale: Wholesale - machinery, equipment & supplies"
41,Whlsl,5081,5081,Wholesale: Wholesale - machinery & equipment (?)
41,Whlsl,5082,5082,Wholesale: Wholesale - construction and mining machinery &equipment
41,Whlsl,5083,5083,Wholesale: Wholesale - farm and garden machinery & equipment
41,Whlsl,5084,5084,Wholesale: Wholesale - industrial machinery & equipment
41,Whlsl,5085,5085,Wholesale: Wholesale - industrial supplies
41,Whlsl,5086,5087,Wholesale: Wholesale - service establishment machinery & equipment (?)
41,Whlsl,5088,5088,"Wholesale: Wholesale - transportation equipment, except motor vehicles"
41,Whlsl,5090,5090,Wholesale: Wholesale - Misc durable goods
