group_id,industry_code,sic_start,sic_end,sic_description
12,Steel,3310,3317,Steel Works Etc: Blast furnaces & steel works
12,Steel,3320,3325,Steel Works Etc: Iron & steel foundries
12,Steel,3330,3339,Steel Works Etc: Primary smelting & refining of nonferrous metals
12,Steel,3340,3341,Steel Works Etc: Secondary smelting & refining of nonferrous metals
12,Steel,3350,3357,"Steel Works Etc: Rolling, drawing & extruding of nonferrous metals"
12,Steel,3360,3369,Steel Works Etc: Nonferrous foundries and casting
12,Steel,3370,3379,Steel Works Etc: Steel works etc
12,Steel,3390,3399,Steel Works Etc: Misc primary metal products
13,FabPr,3400,3400,"Fabricated Products and Machinery: Fabricated metal, except machinery and trans eq"
13,FabPr,3443,3443,Fabricated Products and Machinery: Fabricated plate work
13,FabPr,3444,3444,Fabricated Products and Machinery: Sheet metal work
13,FabPr,3460,3469,Fabricated Products and Machinery: Metal forgings and stampings
13,FabPr,3470,3479,"Fabricated Products and Machinery: Coating, engraving and allied services"
13,FabPr,3510,3519,Fabricated Products and Machinery: Engines & turbines
13,FabPr,3520,3529,Fabricated Products and Machinery: Farm and garden machinery and equipment
13,FabPr,3530,3530,"Fabricated Products and Machinery: Construction, mining & material handling machinery & equipment"
13,FabPr,3531,3531,Fabricated Products and Machinery: Construction machinery & equipment
13,FabPr,3532,3532,"Fabricated Products and Machinery: Mining machinery & equipment, except oil field"
13,FabPr,3533,3533,Fabricated Products and Machinery: Oil & gas field machinery & equipment
13,FabPr,3534,3534,Fabricated Products and Machinery: Elevators & moving stairways
13,FabPr,3535,3535,Fabricated Products and Machinery: Conveyors & conveying equipment
13,FabPr,3536,3536,"Fabricated Products and Machinery: Cranes, hoists and monorail systems"
13,FabPr,3538,3538,Fabricated Products and Machinery: Machinery
13,FabPr,3540,3549,Fabricated Products and Machinery: Metalworking machinery & equipment
13,FabPr,3550,3559,Fabricated Products and Machinery: Special industry machinery
13,FabPr,3560,3569,Fabricated Products and Machinery: General industrial machinery & equipment
13,FabPr,3580,3580,Fabricated Products and Machinery: Refrigeration & service industry machinery
13,FabPr,3581,3581,Fabricated Products and Machinery: Automatic vending machines
13,FabPr,3582,3582,Fabricated Products and Machinery: Commercial laundry and dry-cleaning machines
13,FabPr,3585,3585,"Fabricated Products and Machinery: Air conditioning, warm air heating and refrigeration equipment"
13,FabPr,3586,3586,Fabricated Products and Machinery: Measuring and dispensing pumps
13,FabPr,3589,3589,Fabricated Products and Machinery: Service industry machinery
13,FabPr,3590,3599,Fabricated Products and Machinery: Misc industrial and commercial equipment and machinery
14,ElcEq,3600,3600,Electrical Equipment: Electronic & other electrical equipment
14,ElcEq,3610,3613,Electrical Equipment: Electric transmission and distribution equipment
14,ElcEq,3620,3621,Electrical Equipment: Electrical industrial apparatus
14,ElcEq,3623,3629,Electrical Equipment: Electrical industrial apparatus
14,ElcEq,3640,3644,Electrical Equipment: Electric lighting & wiring equipment
14,ElcEq,3645,3645,Electrical Equipment: Residential electric lighting fixtures
14,ElcEq,3646,3646,"Electrical Equipment: Commercial, industrial and institutional electric lighting fixtures"
14,ElcEq,3648,3649,Electrical Equipment: Misc lighting equipment
14,ElcEq,3660,3660,Electrical Equipment: Communications equipment
14,ElcEq,3690,3690,Electrical Equipment: Misc electrical machinery and equipment
14,ElcEq,3691,3692,Electrical Equipment: Storage batteries
14,ElcEq,3699,3699,"Electrical Equipment: Misc electrical machinery, equipment and supplies"
15,Autos,2296,2296,Automobiles and Trucks: Tire cord and fabric
15,Autos,2396,2396,"Automobiles and Trucks: Automotive trimmings, apparel findings & related products"
15,Autos,3010,3011,Automobiles and Trucks: Tires and inner tubes
15,Autos,3537,3537,"Automobiles and Trucks: Industrial trucks, tractors, trailers & stackers"
15,Autos,3647,3647,Automobiles and Trucks: Vehicular lighting equipment
15,Autos,3694,3694,Automobiles and Trucks: Electrical equipment for internal combustion engines
15,Autos,3700,3700,Automobiles and Trucks: Transportation equipment
15,Autos,3710,3710,Automobiles and Trucks: Motor vehicles and motor vehicle equipment
15,Autos,3711,3711,Automobiles and Trucks: Motor vehicles & passenger car bodies
15,Autos,3713,3713,Automobiles and Trucks: Truck & bus bodies
15,Autos,3714,3714,Automobiles and Trucks: Motor vehicle parts & accessories
15,Autos,3715,3715,Automobiles and Trucks: Truck trailers
15,Autos,3716,3716,Automobiles and Trucks: Motor homes
15,Autos,3792,3792,Automobiles and Trucks: Travel trailers and campers
15,Autos,3790,3791,Automobiles and Trucks: Misc transportation equipment
15,Autos,3799,3799,Automobiles and Trucks: Misc transportation equipment
16,Carry,3720,3720,"Aircraft, ships, and railroad equipment: Aircraft & parts"
16,Carry,3721,3721,"Aircraft, ships, and railroad equipment: Aircraft"
16,Carry,3723,3724,"Aircraft, ships, and railroad equipment: Aircraft engines & engine parts"
16,Carry,3725,3725,"Aircraft, ships, and railroad equipment: Aircraft parts"
16,Carry,3728,3729,"Aircraft, ships, and railroad equipment: Misc aircraft parts & auxiliary equipment"
16,Carry,3730,3731,"Aircraft, ships, and railroad equipment: Ship building and repairing"
16,Carry,3740,3743,"Aircraft, ships, and railroad equipment: Railroad Equipment"
17,Mines,1000,1009,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Metal mining"
17,Mines,1010,1019,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Iron ores"
17,Mines,1020,1029,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Copper ores"
17,Mines,1030,1039,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Lead and zinc ores"
17,Mines,1040,1049,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Gold & silver ores"
17,Mines,1050,1059,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Bauxite and other aluminum ores"
17,Mines,1060,1069,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Ferroalloy ores"
17,Mines,1070,1079,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Mining"
17,Mines,1080,1089,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Metal mining services"
17,Mines,1090,1099,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Misc metal ores"
17,Mines,1100,1119,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Anthracite mining"
17,Mines,1400,1499,"Precious Metals, Non-Metallic, and Industrial Metal Mining: Mining and quarrying nonmetallic minerals"
18,Coal,1200,1299,Coal: Bituminous coal
19,Oil,1300,1300,Petroleum and Natural Gas: Oil and gas extraction
19,Oil,1310,1319,Petroleum and Natural Gas: Crude petroleum & natural gas
19,Oil,1320,1329,Petroleum and Natural Gas: Natural gas liquids
19,Oil,1330,1339,Petroleum and Natural Gas: Petroleum and natural gas
19,Oil,1370,1379,Petroleum and Natural Gas: Petroleum and natural gas
19,Oil,1380,1380,Petroleum and Natural Gas: Oil and gas field services
19,Oil,1381,1381,Petroleum and Natural Gas: Drilling oil & gas wells
19,Oil,1382,1382,Petroleum and Natural Gas: Oil & gas field exploration services
19,Oil,1389,1389,Petroleum and Natural Gas: Misc oil & gas field services
19,Oil,2900,2912,Petroleum and Natural Gas: Petroleum refining
19,Oil,2990,2999,Petroleum and Natural Gas: Misc products of petroleum & coal
20,Util,4900,4900,"Utilities: Electric, gas & sanitary services"
20,Util,4910,4911,Utilities: Electric services
20,Util,4920,4922,Utilities: Natural gas transmission
20,Util,4923,4923,Utilities: Natural gas transmission & distribution
20,Util,4924,4925,Utilities: Natural gas distribution
20,Util,4930,4931,Utilities: Electric and other services combined
20,Util,4932,4932,Utilities: Gas and other services combined
20,Util,4939,4939,Utilities: Misc combination utilities
20,Util,4940,4942,Utilities: Water supply
21,Telcm,4800,4800,Communication: Communications
21,Telcm,4810,4813,Communication: Telephone communications
21,Telcm,4820,4822,Communication: Telegraph and other message communication
21,Telcm,4830,4839,Communication: Radio & TV broadcasters
21,Telcm,4840,4841,Communication: Cable and other pay TV services
21,Telcm,4880,4889,Communication: Communications
21,Telcm,4890,4890,Communication: Communication services (Comsat)
21,Telcm,4891,4891,Communication: Cable TV operators
21,Telcm,4892,4892,Communication: Telephone interconnect
21,Telcm,4899,4899,Communication: Misc communication services
22,Servs,7020,7021,Personal and Business Services: Rooming and boarding houses
22,Servs,7030,7033,Personal and Business Services: Camps and recreational vehicle parks
22,Servs,7200,7200,Personal and Business Services: Services - personal
22,Servs,7210,7212,"Personal and Business Services: Services - laundry, cleaning & garment services"
22,Servs,7214,7214,Personal and Business Services: Services - diaper service
22,Servs,7215,7216,"Personal and Business Services: Services - coin-operated cleaners, dry cleaners"
22,Servs,7217,7217,Personal and Business Services: Services - carpet & upholstery cleaning
22,Servs,7218,7218,Personal and Business Services: Services - industrial launderers
22,Servs,7219,7219,Personal and Business Services: Services - Misc laundry & garment services
22,Servs,7220,7221,"Personal and Business Services: Services - photographic studios, portrait"
22,Servs,7230,7231,Personal and Business Services: Services - beauty shops
22,Servs,7240,7241,Personal and Business Services: Services - barber shops
22,Servs,7250,7251,Personal and Business Services: Services - shoe repair shops & shoeshine parlors
22,Servs,7260,7269,Personal and Business Services: Services - funeral service & crematories
22,Servs,7270,7290,Personal and Business Services: Services – Misc
22,Servs,7291,7291,Personal and Business Services: Services - tax return
22,Servs,7292,7299,Personal and Business Services: Services - Misc
22,Servs,7300,7300,Personal and Business Services: Services - business services
22,Servs,7310,7319,Personal and Business Services: Services - advertising
22,Servs,7320,7329,"Personal and Business Services: Services - consumer credit reporting agencies, collection services"
22,Servs,7330,7339,"Personal and Business Services: Services - mailing, reproduction, commercial art & photography"
22,Servs,7340,7342,Personal and Business Services: Services - services to dwellings & other buildings
22,Servs,7349,7349,Personal and Business Services: Services - building cleaning & maintenance
22,Servs,7350,7351,Personal and Business Services: Services - Misc equipment rental and leasing
22,Servs,7352,7352,Personal and Business Services: Services - medical equipment rental and leasing
22,Servs,7353,7353,Personal and Business Services: Services - heavy construction equipment rental and leasing
22,Servs,7359,7359,Personal and Business Services: Services - equipment rental and leasing
22,Servs,7360,7369,Personal and Business Services: Services - personnel supply services
22,Servs,7370,7372,Personal and Business Services: Services - computer programming and data processing
22,Servs,7374,7374,"Personal and Business Services: Services - computer processing, data preparation and processing"
22,Servs,7375,7375,Personal and Business Services: Services - information retrieval services
22,Servs,7376,7376,Personal and Business Services: Services - computer facilities management service
22,Servs,7377,7377,Personal and Business Services: Services - computer rental and leasing
22,Servs,7378,7378,Personal and Business Services: Services - computer maintenance and repair
22,Servs,7379,7379,Personal and Business Services: Services - computer related services
22,Servs,7380,7380,Personal and Business Services: Services - Misc business services
22,Servs,7381,7382,Personal and Business Services: Services - security
22,Servs,7383,7383,Personal and Business Services: Services - news syndicates
22,Servs,7384,7384,Personal and Business Services: Services - photofinishing labs
22,Servs,7385,7385,Personal and Business Services: Services - telephone interconnect systems
22,Servs,7389,7390,Personal and Business Services: Services - Misc business services
22,Servs,7391,7391,Personal and Business Services: Services - R&D labs
22,Servs,7392,7392,Personal and Business Services: Services - management consulting & P.R.
22,Servs,7393,7393,Personal and Business Services: Services - detective and protective (ADT)
22,Servs,7394,7394,Personal and Business Services: Services - equipment rental & leasing
22,Servs,7395,7395,Personal and Business Services: Services - photofinishing labs (School pictures)
22,Servs,7396,7396,Personal and Business Services: Services - trading stamp services
22,Servs,7397,7397,Personal and Business Services: Services - commercial testing labs
22,Servs,7399,7399,Personal and Business Services: Services - business services
22,Servs,7500,7500,"Personal and Business Services: Services - auto repair, services & parking"
22,Servs,7510,7519,"Personal and Business Services: Services - truck, auto, trailer rental & leasing"
22,Servs,7520,7529,Personal and Business Services: Services - automobile parking
22,Servs,7530,7539,Personal and Business Services: Services - automotive repair shops
22,Servs,7540,7549,"Personal and Business Services: Services - automotive services, except repair (car washes)"
22,Servs,7600,7600,Personal and Business Services: Services - Misc repair services
22,Servs,7620,7620,Personal and Business Services: Services - Electrical repair shops
22,Servs,7622,7622,Personal and Business Services: Services - Radio and TV repair shops
22,Servs,7623,7623,Personal and Business Services: Services - Refrigeration and air conditioning service & repair shops
22,Servs,7629,7629,Personal and Business Services: Services - Electrical & electronic repair shops
22,Servs,7630,7631,"Personal and Business Services: Services - Watch, clock and jewelry repair"
22,Servs,7640,7641,Personal and Business Services: Services - Reupholster & furniture repair
22,Servs,7690,7699,Personal and Business Services: Services - Misc repair shops & related services
22,Servs,8100,8199,Personal and Business Services: Services - legal
22,Servs,8200,8299,Personal and Business Services: Services - educational
22,Servs,8300,8399,Personal and Business Services: Services - social services
22,Servs,8400,8499,"Personal and Business Services: Services - museums, art galleries, botanical and zoological gardens"
22,Servs,8600,8699,Personal and Business Services: Services - membership organizations
22,Servs,8700,8700,"Personal and Business Services: Services - engineering, accounting, research, management"
22,Servs,8710,8713,"Personal and Business Services: Services - engineering, accounting, surveying"
22,Servs,8720,8721,"Personal and Business Services: Services - accounting, auditing, bookkeeping"
22,Servs,8730,8734,"Personal and Business Services: Services - research, development, testing labs"
22,Servs,8740,8748,"Personal and Business Services: Services - management, public relations, consulting"
22,Servs,8800,8899,Personal and Business Services: Services - private households
22,Servs,8900,8910,Personal and Business Services: Services - Misc
22,Servs,8911,8911,Personal and Business Services: Services - Misc engineering & architect
22,Servs,8920,8999,Personal and Business Services: Services - Misc
23,BusEq,3570,3579,Business Equipment: Computer & office equipment
23,BusEq,3622,3622,Business Equipment: Industrial controls
23,BusEq,3661,3661,Business Equipment: Telephone and telegraph apparatus
23,BusEq,3662,3662,Business Equipment: Communications equipment
23,BusEq,3663,3663,Business Equipment: Radio & TV broadcasting & communications equipment
23,BusEq,3664,3664,"Business Equipment: Search, navigation, guidance systems"
23,BusEq,3665,3665,Business Equipment: Training equipment & simulators
23,BusEq,3666,3666,Business Equipment: Alarm & signaling products
23,BusEq,3669,3669,Business Equipment: Communication equipment
23,BusEq,3670,3679,Business Equipment: Electronic components & accessories
23,BusEq,3680,3680,Business Equipment: Computers
23,BusEq,3681,3681,Business Equipment: Computers - mini
23,BusEq,3682,3682,Business Equipment: Computers - mainframe
23,BusEq,3683,3683,Business Equipment: Computers - terminals
23,BusEq,3684,3684,Business Equipment: Computers - disk & tape drives
23,BusEq,3685,3685,Business Equipment: Computers - optical scanners
23,BusEq,3686,3686,Business Equipment: Computers - graphics
23,BusEq,3687,3687,Business Equipment: Computers - office automation systems
23,BusEq,3688,3688,Business Equipment: Computers - peripherals
23,BusEq,3689,3689,Business Equipment: Computers - equipment
23,BusEq,3695,3695,Business Equipment: Magnetic and optical recording media
23,BusEq,3810,3810,"Business Equipment: Search, detection, navigation, guidance"
23,BusEq,3811,3811,Business Equipment: Engr lab and research equipment
23,BusEq,3812,3812,"Business Equipment: Search, detection, navigation, guidance"
23,BusEq,3820,3820,Business Equipment: Measuring and controlling equipment
23,BusEq,3821,3821,Business Equipment: Laboratory apparatus and furniture
23,BusEq,3822,3822,Business Equipment: Automatic controls for regulating residential & commercial environments & appliances
23,BusEq,3823,3823,Business Equipment: Industrial measurement instruments & related products
23,BusEq,3824,3824,Business Equipment: Totalizing fluid meters & counting devices
23,BusEq,3825,3825,Business Equipment: Instruments for measuring & testing of electricity & electrical instruments
23,BusEq,3826,3826,Business Equipment: Lab analytical instruments
23,BusEq,3827,3827,Business Equipment: Optical instruments and lenses
23,BusEq,3829,3829,Business Equipment: Misc measuring and controlling devices
23,BusEq,3830,3839,Business Equipment: Optical instruments and lenses
23,BusEq,7373,7373,Business Equipment: Computer integrated systems design
24,Paper,2440,2449,Business Supplies and Shipping Containers: Wood containers
24,Paper,2520,2549,Business Supplies and Shipping Containers: Office furniture and fixtures
24,Paper,2600,2639,Business Supplies and Shipping Containers: Paper and allied products
24,Paper,2640,2659,"Business Supplies and Shipping Containers: Paperboard containers, boxes, drums, tubs"
24,Paper,2670,2699,Business Supplies and Shipping Containers: Paper and allied products
24,Paper,2760,2761,Business Supplies and Shipping Containers: Manifold business forms
24,Paper,3220,3221,Business Supplies and Shipping Containers: Glass containers
24,Paper,3410,3412,Business Supplies and Shipping Containers: Metal cans and shipping containers
24,Paper,3950,3955,"Business Supplies and Shipping Containers: Pens, pencils & other artists’ supplies"
25,Trans,4000,4013,"Transportation: Railroads, line-haul operating"
25,Trans,4040,4049,Transportation: Railway express service
25,Trans,4100,4100,Transportation: Local & suburban transit & interurban highway passenger transportation
25,Trans,4110,4119,Transportation: Local & suburban passenger transportation
25,Trans,4120,4121,Transportation: Taxicabs
25,Trans,4130,4131,Transportation: Intercity & rural bus transportation (Greyhound)
25,Trans,4140,4142,Transportation: Bus charter service
25,Trans,4150,4151,Transportation: School buses
25,Trans,4170,4173,Transportation: Motor vehicle terminals & service facilities
25,Trans,4190,4199,Transportation: Misc transit and passenger transportation
25,Trans,4200,4200,Transportation: Trucking & warehousing
25,Trans,4210,4219,"Transportation: Trucking & courier services, except air"
25,Trans,4220,4229,Transportation: Warehousing and storage
25,Trans,4230,4231,Transportation: Terminal & joint terminal maintenance
25,Trans,4240,4249,Transportation: Transportation
25,Trans,4400,4499,Transportation: Water transport
25,Trans,4500,4599,Transportation: Air transportation
25,Trans,4600,4699,"Transportation: Pipelines, except natural gas"
25,Trans,4700,4700,Transportation: Transportation services
25,Trans,4710,4712,Transportation: Freight forwarding
25,Trans,4720,4729,Transportation: Arrangement of passenger transportation
25,Trans,4730,4739,Transportation: Arrangement of transportation of freight and cargo
25,Trans,4740,4749,Transportation: Rental of railroad cars
25,Trans,4780,4780,Transportation: Misc services incidental to transportation
25,Trans,4782,4782,Transportation: Inspection and weighing services
25,Trans,4783,4783,Transportation: Packing and crating
25,Trans,4784,4784,Transportation: Misc fixed facilities for vehicles
25,Trans,4785,4785,Transportation: Motor vehicle inspection
25,Trans,4789,4789,Transportation: Misc transportation services
26,Whlsl,5000,5000,Wholesale: Wholesale - durable goods
26,Whlsl,5010,5015,Wholesale: Wholesale - automotive vehicles & automotive parts & supplies
26,Whlsl,5020,5023,Wholesale: Wholesale - furniture and home furnishings
26,Whlsl,5030,5039,Wholesale: Wholesale - lumber and construction materials
26,Whlsl,5040,5042,Wholesale: Wholesale - professional and commercial equipment and supplies
26,Whlsl,5043,5043,Wholesale: Wholesale - photographic equipment & supplies
26,Whlsl,5044,5044,Wholesale: Wholesale - office equipment
26,Whlsl,5045,5045,Wholesale: Wholesale - computers & peripheral equipment & software
26,Whlsl,5046,5046,Wholesale: Wholesale - commercial equipment
26,Whlsl,5047,5047,"Wholesale: Wholesale - medical, dental & hospital equipment"
26,Whlsl,5048,5048,Wholesale: Wholesale - ophthalmic goods
26,Whlsl,5049,5049,Wholesale: Wholesale - professional equipment and supplies
26,Whlsl,5050,5059,"Wholesale: Wholesale - metals and minerals, except petroleum"
